clip	duration[ms]
common_voice_pl_39747808.mp3	7956
common_voice_pl_40026483.mp3	6156
common_voice_pl_39793160.mp3	2880
common_voice_pl_40039102.mp3	3528
common_voice_pl_39683904.mp3	6408
common_voice_pl_39618585.mp3	5976
common_voice_pl_39793167.mp3	3168
common_voice_pl_39606052.mp3	4860
common_voice_pl_39702848.mp3	5076
common_voice_pl_39604713.mp3	7416
common_voice_pl_39618852.mp3	7020
common_voice_pl_39793085.mp3	3168
common_voice_pl_40006800.mp3	4500
common_voice_pl_39618851.mp3	6084
common_voice_pl_40176643.mp3	3204
common_voice_pl_40024271.mp3	3240
common_voice_pl_40142886.mp3	8568
common_voice_pl_39590775.mp3	3096
common_voice_pl_39878413.mp3	2628
common_voice_pl_40083937.mp3	6912
common_voice_pl_39683888.mp3	6768
common_voice_pl_39920695.mp3	6444
common_voice_pl_39666868.mp3	7236
common_voice_pl_39590864.mp3	6696
common_voice_pl_39817387.mp3	6516
common_voice_pl_39702762.mp3	6444
common_voice_pl_39606972.mp3	4104
common_voice_pl_40006813.mp3	5220
common_voice_pl_39980763.mp3	5004
common_voice_pl_39897630.mp3	5004
common_voice_pl_39719633.mp3	3384
common_voice_pl_40176656.mp3	4824
common_voice_pl_39604709.mp3	6444
common_voice_pl_39719620.mp3	6300
common_voice_pl_40006924.mp3	1620
common_voice_pl_39599719.mp3	8388
common_voice_pl_39715037.mp3	7740
common_voice_pl_40143846.mp3	5796
common_voice_pl_39653787.mp3	6804
common_voice_pl_40176664.mp3	5724
common_voice_pl_39618571.mp3	4068
common_voice_pl_39980758.mp3	5004
common_voice_pl_39793492.mp3	5436
common_voice_pl_39944652.mp3	2196
common_voice_pl_39897628.mp3	4500
common_voice_pl_39666883.mp3	6084
common_voice_pl_39618730.mp3	4176
common_voice_pl_40178928.mp3	10836
common_voice_pl_39618656.mp3	6048
common_voice_pl_39702819.mp3	4608
common_voice_pl_39606944.mp3	4320
common_voice_pl_40134499.mp3	6840
common_voice_pl_39606646.mp3	3204
common_voice_pl_39793226.mp3	4140
common_voice_pl_40024262.mp3	5832
common_voice_pl_40176657.mp3	4428
common_voice_pl_39602124.mp3	3204
common_voice_pl_39878420.mp3	2376
common_voice_pl_39593200.mp3	5508
common_voice_pl_39618583.mp3	4644
common_voice_pl_39606926.mp3	2736
common_voice_pl_39715041.mp3	4968
common_voice_pl_39593176.mp3	4932
common_voice_pl_40088768.mp3	5436
common_voice_pl_39792959.mp3	6228
common_voice_pl_39716194.mp3	9468
common_voice_pl_40090332.mp3	5796
common_voice_pl_39793141.mp3	5616
common_voice_pl_39606054.mp3	7308
common_voice_pl_39999101.mp3	4644
common_voice_pl_39593100.mp3	4356
common_voice_pl_39606952.mp3	4536
common_voice_pl_39664706.mp3	4716
common_voice_pl_40178925.mp3	6948
common_voice_pl_40006959.mp3	5148
common_voice_pl_39793193.mp3	4176
common_voice_pl_39716193.mp3	6300
common_voice_pl_39793140.mp3	4680
common_voice_pl_39623488.mp3	5724
common_voice_pl_39992157.mp3	7092
common_voice_pl_40083928.mp3	4392
common_voice_pl_40006839.mp3	8460
common_voice_pl_40006760.mp3	4536
common_voice_pl_39925540.mp3	4356
common_voice_pl_39897629.mp3	7740
common_voice_pl_40088778.mp3	5688
common_voice_pl_39618850.mp3	7668
common_voice_pl_39747812.mp3	4788
common_voice_pl_39653788.mp3	2988
common_voice_pl_39900306.mp3	2808
common_voice_pl_39793216.mp3	3888
common_voice_pl_40083927.mp3	3204
common_voice_pl_40176681.mp3	6588
common_voice_pl_39683907.mp3	4752
common_voice_pl_39653814.mp3	6012
common_voice_pl_39817400.mp3	6048
common_voice_pl_39748194.mp3	4716
common_voice_pl_39992155.mp3	5544
common_voice_pl_39715026.mp3	4968
common_voice_pl_39793224.mp3	4068
common_voice_pl_39666880.mp3	6804
common_voice_pl_39618635.mp3	4104
common_voice_pl_39702774.mp3	5688
common_voice_pl_39618826.mp3	9648
common_voice_pl_39992141.mp3	5724
common_voice_pl_39623383.mp3	3744
common_voice_pl_39697315.mp3	5868
common_voice_pl_40039098.mp3	3276
common_voice_pl_40176636.mp3	4788
common_voice_pl_39944661.mp3	6444
common_voice_pl_39618679.mp3	6048
common_voice_pl_40006920.mp3	5148
common_voice_pl_39697305.mp3	5040
common_voice_pl_40090331.mp3	5688
common_voice_pl_39702771.mp3	3708
common_voice_pl_39597912.mp3	8568
common_voice_pl_39697292.mp3	4032
common_voice_pl_39993311.mp3	5220
common_voice_pl_39606911.mp3	6876
common_voice_pl_39606964.mp3	3600
common_voice_pl_40083930.mp3	6012
common_voice_pl_40176674.mp3	3492
common_voice_pl_39980762.mp3	2160
common_voice_pl_39719623.mp3	3600
common_voice_pl_39993310.mp3	5040
common_voice_pl_39793036.mp3	5616
common_voice_pl_40176610.mp3	4716
common_voice_pl_40090333.mp3	4896
common_voice_pl_39604714.mp3	4176
common_voice_pl_39596163.mp3	4788
common_voice_pl_39592185.mp3	5184
common_voice_pl_39992152.mp3	6372
common_voice_pl_39748192.mp3	4680
common_voice_pl_39596321.mp3	2520
common_voice_pl_39605999.mp3	5400
common_voice_pl_40006982.mp3	6588
common_voice_pl_39618522.mp3	8100
common_voice_pl_39606002.mp3	6372
common_voice_pl_39666877.mp3	2484
common_voice_pl_39793033.mp3	3420
common_voice_pl_39719635.mp3	5076
common_voice_pl_39606969.mp3	3384
common_voice_pl_39961121.mp3	5184
common_voice_pl_39602169.mp3	3492
common_voice_pl_39793034.mp3	6516
common_voice_pl_39618801.mp3	7956
common_voice_pl_39596040.mp3	6300
common_voice_pl_39748184.mp3	3528
common_voice_pl_40176618.mp3	7416
common_voice_pl_39900307.mp3	4176
common_voice_pl_39664704.mp3	7308
common_voice_pl_39623501.mp3	6624
common_voice_pl_39618678.mp3	6588
common_voice_pl_39793159.mp3	3240
common_voice_pl_40176690.mp3	7416
common_voice_pl_39618514.mp3	7164
common_voice_pl_39666876.mp3	4932
common_voice_pl_39683895.mp3	6480
common_voice_pl_40176685.mp3	6228
common_voice_pl_39793488.mp3	7524
common_voice_pl_40006962.mp3	6948
common_voice_pl_39597726.mp3	3960
common_voice_pl_39878397.mp3	2700
common_voice_pl_39595957.mp3	4428
common_voice_pl_39592499.mp3	6048
common_voice_pl_39618573.mp3	8568
common_voice_pl_39653782.mp3	5904
common_voice_pl_39593203.mp3	6768
common_voice_pl_39623497.mp3	4824
common_voice_pl_39925531.mp3	6588
common_voice_pl_39920694.mp3	9792
common_voice_pl_39593175.mp3	4032
common_voice_pl_39992158.mp3	1224
common_voice_pl_40006901.mp3	7200
common_voice_pl_39971920.mp3	5688
common_voice_pl_39961123.mp3	5976
common_voice_pl_39793014.mp3	6876
common_voice_pl_40024270.mp3	5256
common_voice_pl_39705215.mp3	6840
common_voice_pl_39618802.mp3	6444
common_voice_pl_39705194.mp3	6336
common_voice_pl_39623487.mp3	4716
common_voice_pl_39606942.mp3	7632
common_voice_pl_39697293.mp3	3528
common_voice_pl_39992164.mp3	5652
common_voice_pl_40083938.mp3	5040
common_voice_pl_40006836.mp3	7056
common_voice_pl_39618658.mp3	7020
common_voice_pl_40084846.mp3	3168
common_voice_pl_39606019.mp3	3132
common_voice_pl_39683887.mp3	5436
common_voice_pl_39705187.mp3	3708
common_voice_pl_39697317.mp3	6120
common_voice_pl_40006991.mp3	6588
common_voice_pl_40007010.mp3	5220
common_voice_pl_39604726.mp3	6696
common_voice_pl_40006980.mp3	2448
common_voice_pl_39602166.mp3	5076
common_voice_pl_40006990.mp3	2016
common_voice_pl_39705207.mp3	5760
common_voice_pl_39715042.mp3	7668
common_voice_pl_39596037.mp3	5148
common_voice_pl_40006998.mp3	4860
common_voice_pl_39618876.mp3	6048
common_voice_pl_39618584.mp3	7488
common_voice_pl_39992167.mp3	6984
common_voice_pl_39719638.mp3	2448
common_voice_pl_40007109.mp3	9180
common_voice_pl_39793142.mp3	6228
common_voice_pl_39606970.mp3	3420
common_voice_pl_39653756.mp3	7056
common_voice_pl_39793223.mp3	5940
common_voice_pl_40006791.mp3	6588
common_voice_pl_39606973.mp3	3096
common_voice_pl_39817398.mp3	8280
common_voice_pl_39793086.mp3	4896
common_voice_pl_40143845.mp3	5436
common_voice_pl_40006900.mp3	3600
common_voice_pl_39793065.mp3	4176
common_voice_pl_40176689.mp3	3780
common_voice_pl_39719629.mp3	7056
common_voice_pl_39748191.mp3	4968
common_voice_pl_39980771.mp3	5364
common_voice_pl_39638672.mp3	5292
common_voice_pl_39715033.mp3	5688
common_voice_pl_40006976.mp3	3528
common_voice_pl_39793485.mp3	7344
common_voice_pl_39618869.mp3	7020
common_voice_pl_39980777.mp3	3672
common_voice_pl_39878415.mp3	5616
common_voice_pl_39595960.mp3	4716
common_voice_pl_39817388.mp3	8280
common_voice_pl_39623494.mp3	7524
common_voice_pl_39602128.mp3	7236
common_voice_pl_39719632.mp3	7380
common_voice_pl_39715035.mp3	3348
common_voice_pl_39623500.mp3	5436
common_voice_pl_39793017.mp3	4176
common_voice_pl_39793165.mp3	5400
common_voice_pl_39618728.mp3	9720
common_voice_pl_40024283.mp3	2268
common_voice_pl_40176683.mp3	8028
common_voice_pl_39653735.mp3	3024
common_voice_pl_40176691.mp3	10332
common_voice_pl_39604710.mp3	5184
common_voice_pl_39992166.mp3	3852
common_voice_pl_40176640.mp3	7488
common_voice_pl_39719626.mp3	4320
common_voice_pl_40006992.mp3	4248
common_voice_pl_39683897.mp3	7560
common_voice_pl_40006978.mp3	3888
common_voice_pl_39708144.mp3	2880
common_voice_pl_40007016.mp3	3240
common_voice_pl_40176655.mp3	7416
common_voice_pl_40006975.mp3	3060
common_voice_pl_39618569.mp3	4860
common_voice_pl_39992142.mp3	3924
common_voice_pl_40007764.mp3	7884
common_voice_pl_40056910.mp3	8496
common_voice_pl_40024307.mp3	2844
common_voice_pl_40176642.mp3	4428
common_voice_pl_39748154.mp3	5328
common_voice_pl_39697301.mp3	7164
common_voice_pl_39606051.mp3	3708
common_voice_pl_39793183.mp3	4248
common_voice_pl_39606001.mp3	3780
